   at PakistanAccountingERP.Infrastructure.Services.ScheduledBackupHostedService.ExecuteAsync(CancellationToken stoppingToken) in C:\Users\Muhammad Israr Ali\PakistanAccountingERP\src\Infrastructure\Services\ScheduledBackupHostedService.cs:line 44
2026-06-07 20:33:03.536 +05:00 [INF] HTTP GET /api/lookup/units-of-measure responded 200 in 29.0010 ms
2026-06-07 20:33:03.634 +05:00 [INF] HTTP GET /api/items/datatable responded 200 in 79.9724 ms
2026-06-07 20:33:19.587 +05:00 [INF] HTTP GET /api/items/datatable responded 200 in 23.1299 ms
2026-06-07 20:33:22.760 +05:00 [INF] HTTP GET /api/items/datatable responded 200 in 10.9834 ms
2026-06-07 20:33:25.071 +05:00 [INF] HTTP GET /api/items/datatable responded 200 in 10.9622 ms
2026-06-07 20:33:26.558 +05:00 [INF] HTTP GET /api/items/datatable responded 200 in 10.6065 ms
2026-06-07 20:33:29.159 +05:00 [INF] HTTP GET /api/items/datatable responded 200 in 35.1512 ms
2026-06-07 20:33:32.963 +05:00 [INF] HTTP GET /ItemCategories responded 200 in 21.4085 ms
2026-06-07 20:33:33.007 +05:00 [INF] HTTP GET /PakistanAccountingERP.Web.styles.css responded 304 in 0.2342 ms
2026-06-07 20:33:33.015 +05:00 [INF] HTTP GET /js/modules/item-categories.js responded 304 in 2.7603 ms
2026-06-07 20:33:33.083 +05:00 [INF] HTTP GET /api/company/current responded 200 in 31.5209 ms
2026-06-07 20:33:33.091 +05:00 [INF] HTTP GET /api/company/list responded 200 in 39.8271 ms
2026-06-07 20:33:33.167 +05:00 [INF] HTTP GET /api/company/current responded 200 in 7.3913 ms
2026-06-07 20:33:33.210 +05:00 [INF] HTTP GET /api/item-categories/datatable responded 200 in 62.1379 ms
2026-06-07 20:33:39.030 +05:00 [INF] HTTP GET /UnitsOfMeasure responded 200 in 17.6955 ms
2026-06-07 20:33:39.079 +05:00 [INF] HTTP GET /js/modules/units-of-measure.js responded 304 in 0.5315 ms
2026-06-07 20:33:39.160 +05:00 [INF] HTTP GET /api/company/list responded 200 in 5.0353 ms
2026-06-07 20:33:39.197 +05:00 [INF] HTTP GET /api/company/current responded 200 in 7.0532 ms
2026-06-07 20:33:39.252 +05:00 [INF] HTTP GET /api/units-of-measure/datatable responded 200 in 72.4861 ms
2026-06-07 20:33:40.700 +05:00 [INF] HTTP GET /InventoryTransactions responded 200 in 22.1144 ms
2026-06-07 20:33:40.741 +05:00 [INF] HTTP GET /js/modules/inventory-transactions.js responded 304 in 0.4416 ms
2026-06-07 20:33:40.781 +05:00 [INF] HTTP GET /api/company/list responded 200 in 7.8693 ms
2026-06-07 20:33:40.791 +05:00 [INF] HTTP GET /api/company/current responded 200 in 8.6828 ms
2026-06-07 20:33:40.878 +05:00 [INF] HTTP GET /api/company/current responded 200 in 9.4040 ms
2026-06-07 20:33:40.926 +05:00 [INF] HTTP GET /api/inventory-transactions/warehouses responded 200 in 49.5664 ms
2026-06-07 20:33:40.958 +05:00 [INF] HTTP GET /api/inventory-transactions/items responded 200 in 83.5104 ms
2026-06-07 20:33:41.127 +05:00 [INF] HTTP GET /api/inventory-transactions/datatable responded 200 in 88.8117 ms
2026-06-07 20:33:42.822 +05:00 [INF] HTTP GET /InventoryReports responded 200 in 16.8376 ms
2026-06-07 20:33:42.906 +05:00 [INF] HTTP GET /api/company/list responded 200 in 9.4100 ms
2026-06-07 20:33:42.919 +05:00 [INF] HTTP GET /api/company/current responded 200 in 46.3901 ms
2026-06-07 20:33:42.983 +05:00 [INF] HTTP GET /api/company/current responded 200 in 7.2280 ms
2026-06-07 20:33:46.005 +05:00 [INF] HTTP GET /Items responded 200 in 7.7151 ms
2026-06-07 20:33:46.095 +05:00 [INF] HTTP GET /api/company/list responded 200 in 5.2941 ms
2026-06-07 20:33:46.102 +05:00 [INF] HTTP GET /api/company/current responded 200 in 7.5685 ms
2026-06-07 20:33:46.176 +05:00 [INF] HTTP GET /api/company/current responded 200 in 5.7705 ms
2026-06-07 20:33:46.191 +05:00 [INF] HTTP GET /api/items/categories responded 200 in 8.8265 ms
2026-06-07 20:33:46.198 +05:00 [INF] HTTP GET /api/lookup/units-of-measure responded 200 in 13.7537 ms
2026-06-07 20:33:46.254 +05:00 [INF] HTTP GET /api/items/datatable responded 200 in 31.2621 ms
2026-06-07 20:33:53.996 +05:00 [INF] HTTP GET /api/items/datatable responded 200 in 12.9435 ms
2026-06-07 20:34:01.263 +05:00 [INF] HTTP GET /api/items/datatable responded 200 in 19.9442 ms
2026-06-07 20:34:02.563 +05:00 [INF] HTTP GET /api/items/datatable responded 200 in 15.1688 ms
2026-06-07 20:34:03.130 +05:00 [INF] HTTP GET /api/items/datatable responded 200 in 15.9961 ms
2026-06-07 20:34:03.617 +05:00 [INF] HTTP GET /api/items/datatable responded 200 in 13.0393 ms
2026-06-07 20:34:04.123 +05:00 [INF] HTTP GET /api/items/datatable responded 200 in 15.5188 ms
2026-06-07 20:34:04.553 +05:00 [INF] HTTP GET /api/items/datatable responded 200 in 13.7312 ms
2026-06-07 20:34:04.953 +05:00 [INF] HTTP GET /api/items/datatable responded 200 in 13.3776 ms
2026-06-07 20:34:08.967 +05:00 [INF] HTTP GET /api/items/798 responded 200 in 51.2747 ms
2026-06-07 20:34:48.523 +05:00 [INF] HTTP PUT /api/items/798 responded 200 in 173.3772 ms
2026-06-07 20:34:48.559 +05:00 [INF] HTTP GET /api/items/datatable responded 200 in 24.5742 ms
2026-06-07 20:34:52.360 +05:00 [INF] HTTP GET /api/items/804 responded 200 in 4.8340 ms
2026-06-07 20:35:02.735 +05:00 [INF] HTTP GET /Vendors responded 200 in 21.5123 ms
2026-06-07 20:35:02.773 +05:00 [INF] HTTP GET /PakistanAccountingERP.Web.styles.css responded 304 in 0.2061 ms
2026-06-07 20:35:02.775 +05:00 [INF] HTTP GET /js/modules/vendors.js responded 304 in 1.0642 ms
2026-06-07 20:35:02.862 +05:00 [INF] HTTP GET /api/company/list responded 200 in 10.0541 ms
2026-06-07 20:35:02.866 +05:00 [INF] HTTP GET /api/lookup/provinces responded 200 in 12.5387 ms
2026-06-07 20:35:02.907 +05:00 [INF] HTTP GET /api/company/current responded 200 in 7.5562 ms
2026-06-07 20:35:03.043 +05:00 [INF] HTTP GET /api/vendors/datatable responded 200 in 90.2901 ms
2026-06-07 20:35:15.269 +05:00 [INF] HTTP GET /api/vendors/datatable responded 200 in 46.4246 ms
2026-06-07 20:35:16.853 +05:00 [INF] HTTP GET /api/vendors/datatable responded 200 in 9.5930 ms
2026-06-07 20:35:25.481 +05:00 [INF] HTTP GET /VendorBills responded 200 in 23.5576 ms
2026-06-07 20:35:25.527 +05:00 [INF] HTTP GET /js/modules/vendor-bills.js responded 304 in 0.4504 ms
2026-06-07 20:35:25.648 +05:00 [INF] HTTP GET /api/company/list responded 200 in 8.8921 ms
2026-06-07 20:35:25.690 +05:00 [INF] HTTP GET /api/company/current responded 200 in 31.6013 ms
2026-06-07 20:35:25.697 +05:00 [INF] HTTP GET /api/company/current responded 200 in 18.4964 ms
2026-06-07 20:35:25.791 +05:00 [INF] HTTP GET /api/vendor-bills/datatable responded 200 in 73.0187 ms
2026-06-07 20:35:29.718 +05:00 [INF] HTTP GET /VendorPayments responded 200 in 29.2445 ms
2026-06-07 20:35:29.758 +05:00 [INF] HTTP GET /js/modules/vendor-payments.js responded 304 in 0.2406 ms
2026-06-07 20:35:29.815 +05:00 [INF] HTTP GET /api/company/list responded 200 in 7.5920 ms
2026-06-07 20:35:29.823 +05:00 [INF] HTTP GET /api/company/current responded 200 in 8.0355 ms
2026-06-07 20:35:29.919 +05:00 [INF] HTTP GET /api/company/current responded 200 in 9.8152 ms
2026-06-07 20:35:29.955 +05:00 [INF] HTTP GET /api/vendor-payments/banks responded 200 in 45.8879 ms
2026-06-07 20:35:29.984 +05:00 [INF] HTTP GET /api/vendor-payments/vendors responded 200 in 75.1275 ms
2026-06-07 20:35:30.068 +05:00 [INF] HTTP GET /api/vendor-payments/datatable responded 200 in 61.4516 ms
2026-06-07 20:35:34.684 +05:00 [INF] HTTP GET /Vendors responded 200 in 8.0487 ms
2026-06-07 20:35:34.763 +05:00 [INF] HTTP GET /api/company/list responded 200 in 8.8953 ms
2026-06-07 20:35:34.764 +05:00 [INF] HTTP GET /api/lookup/provinces responded 200 in 8.7999 ms
2026-06-07 20:35:34.841 +05:00 [INF] HTTP GET /api/company/current responded 200 in 6.7155 ms
2026-06-07 20:35:34.853 +05:00 [INF] HTTP GET /api/vendors/datatable responded 200 in 16.4044 ms
2026-06-07 20:35:38.839 +05:00 [INF] HTTP GET /Customers responded 200 in 8.3109 ms
2026-06-07 20:35:38.946 +05:00 [INF] HTTP GET /api/company/list responded 200 in 21.2175 ms
2026-06-07 20:35:38.953 +05:00 [INF] HTTP GET /api/lookup/provinces responded 200 in 23.6956 ms
2026-06-07 20:35:38.975 +05:00 [INF] HTTP GET /api/lookup/scenario-types responded 200 in 44.8504 ms
2026-06-07 20:35:39.025 +05:00 [INF] HTTP GET /api/company/current responded 200 in 6.8651 ms
2026-06-07 20:35:39.041 +05:00 [INF] HTTP GET /api/company/current responded 200 in 13.6005 ms
2026-06-07 20:35:39.145 +05:00 [INF] HTTP GET /api/customers/datatable responded 200 in 76.0726 ms
2026-06-07 20:35:42.090 +05:00 [INF] HTTP GET /api/customers/datatable responded 200 in 105.6964 ms
2026-06-07 20:35:42.453 +05:00 [INF] HTTP GET /api/customers/datatable responded 200 in 70.1204 ms
2026-06-07 20:35:42.944 +05:00 [INF] HTTP GET /api/customers/datatable responded 200 in 65.5151 ms
2026-06-07 20:35:47.377 +05:00 [INF] HTTP GET /api/customers/82 responded 200 in 22.0005 ms
2026-06-07 20:36:00.234 +05:00 [INF] HTTP PUT /api/customers/82 responded 200 in 38.1618 ms
2026-06-07 20:36:00.306 +05:00 [INF] HTTP GET /api/customers/datatable responded 200 in 63.4707 ms
2026-06-07 22:00:32.272 +05:00 [WRN] Entity 'ChartOfAccount' has a global query filter defined and is the required end of a relationship with the entity 'JournalEntryLine'. This may lead to unexpected results when the required entity is filtered out. Either configure the navigation as optional, or define matching query filters for both entities in the navigation. See https://go.microsoft.com/fwlink/?linkid=2131316 for more information.
2026-06-07 22:00:32.323 +05:00 [WRN] Entity 'Item' has a global query filter defined and is the required end of a relationship with the entity 'SalesInvoiceLine'. This may lead to unexpected results when the required entity is filtered out. Either configure the navigation as optional, or define matching query filters for both entities in the navigation. See https://go.microsoft.com/fwlink/?linkid=2131316 for more information.
2026-06-07 22:00:32.325 +05:00 [WRN] Entity 'Company' has a global query filter defined and is the required end of a relationship with the entity 'UserCompany'. This may lead to unexpected results when the required entity is filtered out. Either configure the navigation as optional, or define matching query filters for both entities in the navigation. See https://go.microsoft.com/fwlink/?linkid=2131316 for more information.
2026-06-07 22:00:32.330 +05:00 [WRN] Entity 'VendorBill' has a global query filter defined and is the required end of a relationship with the entity 'VendorBillLine'. This may lead to unexpected results when the required entity is filtered out. Either configure the navigation as optional, or define matching query filters for both entities in the navigation. See https://go.microsoft.com/fwlink/?linkid=2131316 for more information.
2026-06-07 22:00:32.447 +05:00 [WRN] The 'JournalStatus' property 'Status' on entity type 'JournalEntry' is configured with a database-generated default, but has no configured sentinel value. The database-generated default will always be used for inserts when the property has the value '0', since this is the CLR default for the 'JournalStatus' type. Consider using a nullable type, using a nullable backing field, or setting the sentinel value for the property to ensure the database default is used when, and only when, appropriate. See https://aka.ms/efcore-docs-default-values for more information.
2026-06-07 22:00:33.543 +05:00 [INF] No pending EF migrations.
2026-06-07 22:00:34.238 +05:00 [INF] Company data already exists; ensuring chart of accounts and demo items.
2026-06-07 22:00:34.643 +05:00 [INF] Pakistan Accounting ERP started (Development)
2026-06-07 22:00:34.925 +05:00 [ERR] Database backup failed.
Microsoft.Data.SqlClient.SqlException (0x80131904): Cannot open backup device 'C:\Users\Muhammad Israr Ali\PakistanAccountingERP\src\Web\bin\Debug\net8.0\App_Data\Backups\PakistanAccountingERP_20260607_220034.bak'. Operating system error 5(Access is denied.).
BACKUP DATABASE is terminating abnormally.
   at Microsoft.Data.SqlClient.SqlConnection.OnError(SqlException exception, Boolean breakConnection, Action`1 wrapCloseInAction)
   at Microsoft.Data.SqlClient.SqlInternalConnection.OnError(SqlException exception, Boolean breakConnection, Action`1 wrapCloseInAction)
   at Microsoft.Data.SqlClient.TdsParser.ThrowExceptionAndWarning(TdsParserStateObject stateObj, Boolean callerHasConnectionLock, Boolean asyncClose)
   at Microsoft.Data.SqlClient.TdsParser.TryRun(RunBehavior runBehavior, SqlCommand cmdHandler, SqlDataReader dataStream, BulkCopySimpleResultSet bulkCopyHandler, TdsParserStateObject stateObj, Boolean& dataReady)
   at Microsoft.Data.SqlClient.SqlCommand.FinishExecuteReader(SqlDataReader ds, RunBehavior runBehavior, String resetOptionsString, Boolean isInternal, Boolean forDescribeParameterEncryption, Boolean shouldCacheForAlwaysEncrypted)
   at Microsoft.Data.SqlClient.SqlCommand.CompleteAsyncExecuteReader(Boolean isInternal, Boolean forDescribeParameterEncryption)
   at Microsoft.Data.SqlClient.SqlCommand.InternalEndExecuteNonQuery(IAsyncResult asyncResult, Boolean isInternal, String endMethod)
   at Microsoft.Data.SqlClient.SqlCommand.EndExecuteNonQueryInternal(IAsyncResult asyncResult)
   at Microsoft.Data.SqlClient.SqlCommand.EndExecuteNonQueryAsync(IAsyncResult asyncResult)
   at Microsoft.Data.SqlClient.SqlCommand.<>c.<InternalExecuteNonQueryAsync>b__210_1(IAsyncResult result)
   at System.Threading.Tasks.TaskFactory`1.FromAsyncCoreLogic(IAsyncResult iar, Func`2 endFunction, Action`1 endAction, Task`1 promise, Boolean requiresSynchronization)
--- End of stack trace from previous location ---
   at PakistanAccountingERP.Infrastructure.Services.DatabaseBackupService.RunBackupAsync(JobRunType runType, CancellationToken cancellationToken) in C:\Users\Muhammad Israr Ali\PakistanAccountingERP\src\Infrastructure\Services\DatabaseBackupService.cs:line 115
   at PakistanAccountingERP.Infrastructure.Services.DatabaseBackupService.RunBackupAsync(JobRunType runType, CancellationToken cancellationToken) in C:\Users\Muhammad Israr Ali\PakistanAccountingERP\src\Infrastructure\Services\DatabaseBackupService.cs:line 126
   at PakistanAccountingERP.Infrastructure.Services.DatabaseBackupService.RunBackupAsync(JobRunType runType, CancellationToken cancellationToken) in C:\Users\Muhammad Israr Ali\PakistanAccountingERP\src\Infrastructure\Services\DatabaseBackupService.cs:line 126
ClientConnectionId:3d4294aa-a282-41f8-88be-7227283b5be6
Error Number:3201,State:1,Class:16
2026-06-07 22:00:35.046 +05:00 [ERR] Scheduled backup run failed.
System.InvalidOperationException: 'PakistanAccountingERP.Infrastructure.Repositories.UnitOfWork' type only implements IAsyncDisposable. Use DisposeAsync to dispose the container.
   at Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceProviderEngineScope.Dispose()
   at PakistanAccountingERP.Infrastructure.Services.ScheduledBackupHostedService.ExecuteAsync(CancellationToken stoppingToken) in C:\Users\Muhammad Israr Ali\PakistanAccountingERP\src\Infrastructure\Services\ScheduledBackupHostedService.cs:line 44
2026-06-07 22:00:36.032 +05:00 [INF] HTTP GET / responded 302 in 107.1336 ms
2026-06-07 22:00:36.306 +05:00 [INF] HTTP GET /Account/Login responded 200 in 240.0918 ms
2026-06-07 22:00:50.828 +05:00 [INF] HTTP POST /Account/Login responded 302 in 478.2915 ms
2026-06-07 22:00:51.054 +05:00 [INF] HTTP GET / responded 200 in 214.3916 ms
2026-06-07 22:00:51.101 +05:00 [INF] HTTP GET /PakistanAccountingERP.Web.styles.css responded 200 in 27.5138 ms
2026-06-07 22:00:51.282 +05:00 [INF] HTTP GET /api/company/list responded 200 in 41.7428 ms
2026-06-07 22:00:51.345 +05:00 [INF] HTTP GET /api/company/current responded 200 in 50.5795 ms
2026-06-07 22:00:51.661 +05:00 [INF] HTTP GET /api/dashboard responded 200 in 419.0658 ms
2026-06-07 22:01:21.019 +05:00 [INF] HTTP GET /ChartOfAccounts responded 200 in 31.3994 ms
2026-06-07 22:01:21.059 +05:00 [INF] HTTP GET /PakistanAccountingERP.Web.styles.css responded 304 in 0.5945 ms
2026-06-07 22:01:21.154 +05:00 [INF] HTTP GET /api/company/list responded 200 in 23.7496 ms
2026-06-07 22:01:21.181 +05:00 [INF] HTTP GET /api/lookup/account-types responded 200 in 34.5648 ms
2026-06-07 22:01:21.196 +05:00 [INF] HTTP GET /api/company/current responded 200 in 8.2095 ms
2026-06-07 22:01:21.334 +05:00 [INF] HTTP GET /api/chart-of-accounts/tree responded 200 in 127.8862 ms
2026-06-07 22:04:00.631 +05:00 [INF] HTTP GET /SalesInvoices/Create responded 200 in 31.8135 ms
2026-06-07 22:04:00.660 +05:00 [INF] HTTP GET /PakistanAccountingERP.Web.styles.css responded 304 in 0.2641 ms
2026-06-07 22:04:00.662 +05:00 [INF] HTTP GET /js/modules/sales-invoice-create.js responded 304 in 0.3979 ms
2026-06-07 22:04:00.779 +05:00 [INF] HTTP GET /api/company/list responded 200 in 21.6221 ms
2026-06-07 22:04:00.793 +05:00 [INF] HTTP GET /api/company/current responded 200 in 32.5576 ms
2026-06-07 22:04:00.801 +05:00 [INF] HTTP GET /api/company/current responded 200 in 5.6414 ms
2026-06-07 22:04:00.866 +05:00 [INF] HTTP GET /api/lookup/scenario-types responded 200 in 58.7058 ms
2026-06-07 22:04:00.866 +05:00 [INF] HTTP GET /api/lookup/provinces responded 200 in 58.9519 ms
2026-06-07 22:04:00.923 +05:00 [INF] HTTP GET /api/sales-invoices/next-invoice-number responded 200 in 119.7372 ms
2026-06-07 22:04:00.924 +05:00 [INF] HTTP GET /api/sales-invoices/tax-rates responded 200 in 117.4359 ms
2026-06-07 22:04:00.931 +05:00 [INF] HTTP GET /api/sales-invoices/customers responded 200 in 125.5204 ms
2026-06-07 22:04:00.982 +05:00 [INF] HTTP GET /api/sales-invoices/items responded 200 in 176.2376 ms
2026-06-07 22:04:01.510 +05:00 [INF] HTTP GET /api/sales-invoices/stack-availability responded 200 in 153.3958 ms
2026-06-07 22:04:21.366 +05:00 [INF] HTTP GET /VendorBills/Create responded 200 in 21.3297 ms
2026-06-07 22:04:21.409 +05:00 [INF] HTTP GET /PakistanAccountingERP.Web.styles.css responded 304 in 0.2567 ms
2026-06-07 22:04:21.463 +05:00 [INF] HTTP GET /js/modules/vendor-bill-create.js responded 200 in 51.2797 ms
2026-06-07 22:04:21.526 +05:00 [INF] HTTP GET /api/company/list responded 200 in 19.2494 ms
2026-06-07 22:04:21.542 +05:00 [INF] HTTP GET /api/company/current responded 200 in 34.1756 ms
2026-06-07 22:04:21.564 +05:00 [INF] HTTP GET /api/company/current responded 200 in 10.9835 ms
2026-06-07 22:04:21.597 +05:00 [INF] HTTP GET /api/vendor-bills/next-bill-number responded 200 in 40.1860 ms
2026-06-07 22:04:21.599 +05:00 [INF] HTTP GET /api/vendor-bills/vendors responded 200 in 42.0227 ms
2026-06-07 22:04:21.632 +05:00 [INF] HTTP GET /api/vendor-bills/items responded 200 in 73.4609 ms
2026-06-07 22:05:21.058 +05:00 [INF] HTTP GET /VendorPayments responded 200 in 32.1380 ms
2026-06-07 22:05:21.107 +05:00 [INF] HTTP GET /PakistanAccountingERP.Web.styles.css responded 304 in 0.4439 ms
2026-06-07 22:05:21.250 +05:00 [INF] HTTP GET /api/company/current responded 200 in 8.8821 ms
2026-06-07 22:05:21.250 +05:00 [INF] HTTP GET /api/company/list responded 200 in 20.7619 ms
2026-06-07 22:05:21.285 +05:00 [INF] HTTP GET /api/company/current responded 200 in 10.6445 ms
2026-06-07 22:05:21.341 +05:00 [INF] HTTP GET /api/vendor-payments/banks responded 200 in 73.9074 ms
2026-06-07 22:05:21.365 +05:00 [INF] HTTP GET /api/vendor-payments/vendors responded 200 in 101.0697 ms
2026-06-07 22:05:21.495 +05:00 [INF] HTTP GET /api/vendor-payments/datatable responded 200 in 86.2203 ms
2026-06-07 22:05:23.488 +05:00 [INF] HTTP GET /api/vendor-payments/next-payment-number responded 200 in 23.7255 ms
2026-06-07 22:05:47.832 +05:00 [INF] HTTP GET /ChartOfAccounts responded 200 in 17.2711 ms
2026-06-07 22:05:47.927 +05:00 [INF] HTTP GET /api/company/list responded 200 in 35.1839 ms
2026-06-07 22:05:47.930 +05:00 [INF] HTTP GET /api/lookup/account-types responded 200 in 35.5810 ms
2026-06-07 22:05:47.983 +05:00 [INF] HTTP GET /api/company/current responded 200 in 7.7530 ms
2026-06-07 22:05:48.026 +05:00 [INF] HTTP GET /api/chart-of-accounts/tree responded 200 in 48.1551 ms
2026-06-07 22:05:51.667 +05:00 [INF] HTTP GET /Customers responded 200 in 22.4281 ms
2026-06-07 22:05:51.711 +05:00 [INF] HTTP GET /PakistanAccountingERP.Web.styles.css responded 304 in 0.4417 ms
2026-06-07 22:05:51.837 +05:00 [INF] HTTP GET /api/company/list responded 200 in 10.2645 ms
2026-06-07 22:05:51.849 +05:00 [INF] HTTP GET /api/lookup/scenario-types responded 200 in 13.4051 ms
2026-06-07 22:05:51.850 +05:00 [INF] HTTP GET /api/lookup/provinces responded 200 in 15.1426 ms
2026-06-07 22:05:51.878 +05:00 [INF] HTTP GET /api/company/current responded 200 in 12.0519 ms
2026-06-07 22:05:51.893 +05:00 [INF] HTTP GET /api/company/current responded 200 in 7.6645 ms
2026-06-07 22:05:52.030 +05:00 [INF] HTTP GET /api/customers/datatable responded 200 in 116.4871 ms
2026-06-07 22:06:33.446 +05:00 [INF] HTTP POST /Account/Logout responded 302 in 13.4511 ms
2026-06-07 22:06:33.470 +05:00 [INF] HTTP GET /Account/Login responded 200 in 11.5564 ms
2026-06-07 22:13:40.649 +05:00 [WRN] Entity 'ChartOfAccount' has a global query filter defined and is the required end of a relationship with the entity 'JournalEntryLine'. This may lead to unexpected results when the required entity is filtered out. Either configure the navigation as optional, or define matching query filters for both entities in the navigation. See https://go.microsoft.com/fwlink/?linkid=2131316 for more information.
2026-06-07 22:13:40.706 +05:00 [WRN] Entity 'Item' has a global query filter defined and is the required end of a relationship with the entity 'SalesInvoiceLine'. This may lead to unexpected results when the required entity is filtered out. Either configure the navigation as optional, or define matching query filters for both entities in the navigation. See https://go.microsoft.com/fwlink/?linkid=2131316 for more information.
2026-06-07 22:13:40.709 +05:00 [WRN] Entity 'Company' has a global query filter defined and is the required end of a relationship with the entity 'UserCompany'. This may lead to unexpected results when the required entity is filtered out. Either configure the navigation as optional, or define matching query filters for both entities in the navigation. See https://go.microsoft.com/fwlink/?linkid=2131316 for more information.
2026-06-07 22:13:40.711 +05:00 [WRN] Entity 'VendorBill' has a global query filter defined and is the required end of a relationship with the entity 'VendorBillLine'. This may lead to unexpected results when the required entity is filtered out. Either configure the navigation as optional, or define matching query filters for both entities in the navigation. See https://go.microsoft.com/fwlink/?linkid=2131316 for more information.
2026-06-07 22:13:40.818 +05:00 [WRN] The 'JournalStatus' property 'Status' on entity type 'JournalEntry' is configured with a database-generated default, but has no configured sentinel value. The database-generated default will always be used for inserts when the property has the value '0', since this is the CLR default for the 'JournalStatus' type. Consider using a nullable type, using a nullable backing field, or setting the sentinel value for the property to ensure the database default is used when, and only when, appropriate. See https://aka.ms/efcore-docs-default-values for more information.
2026-06-07 22:13:41.609 +05:00 [INF] No pending EF migrations.
2026-06-07 22:13:42.649 +05:00 [INF] Company data already exists; ensuring chart of accounts and demo items.
2026-06-07 22:13:42.789 +05:00 [INF] Pakistan Accounting ERP started (Development)
2026-06-07 22:13:43.208 +05:00 [ERR] Database backup failed.
Microsoft.Data.SqlClient.SqlException (0x80131904): Cannot open backup device 'C:\Users\Muhammad Israr Ali\PakistanAccountingERP\src\Web\bin\Debug\net8.0\App_Data\Backups\PakistanAccountingERP_20260607_221342.bak'. Operating system error 5(Access is denied.).
BACKUP DATABASE is terminating abnormally.
   at Microsoft.Data.SqlClient.SqlConnection.OnError(SqlException exception, Boolean breakConnection, Action`1 wrapCloseInAction)
   at Microsoft.Data.SqlClient.SqlInternalConnection.OnError(SqlException exception, Boolean breakConnection, Action`1 wrapCloseInAction)
   at Microsoft.Data.SqlClient.TdsParser.ThrowExceptionAndWarning(TdsParserStateObject stateObj, Boolean callerHasConnectionLock, Boolean asyncClose)
   at Microsoft.Data.SqlClient.TdsParser.TryRun(RunBehavior runBehavior, SqlCommand cmdHandler, SqlDataReader dataStream, BulkCopySimpleResultSet bulkCopyHandler, TdsParserStateObject stateObj, Boolean& dataReady)
   at Microsoft.Data.SqlClient.SqlCommand.FinishExecuteReader(SqlDataReader ds, RunBehavior runBehavior, String resetOptionsString, Boolean isInternal, Boolean forDescribeParameterEncryption, Boolean shouldCacheForAlwaysEncrypted)
   at Microsoft.Data.SqlClient.SqlCommand.CompleteAsyncExecuteReader(Boolean isInternal, Boolean forDescribeParameterEncryption)
   at Microsoft.Data.SqlClient.SqlCommand.InternalEndExecuteNonQuery(IAsyncResult asyncResult, Boolean isInternal, String endMethod)
   at Microsoft.Data.SqlClient.SqlCommand.EndExecuteNonQueryInternal(IAsyncResult asyncResult)
   at Microsoft.Data.SqlClient.SqlCommand.EndExecuteNonQueryAsync(IAsyncResult asyncResult)
   at Microsoft.Data.SqlClient.SqlCommand.<>c.<InternalExecuteNonQueryAsync>b__210_1(IAsyncResult result)
   at System.Threading.Tasks.TaskFactory`1.FromAsyncCoreLogic(IAsyncResult iar, Func`2 endFunction, Action`1 endAction, Task`1 promise, Boolean requiresSynchronization)
--- End of stack trace from previous location ---
   at PakistanAccountingERP.Infrastructure.Services.DatabaseBackupService.RunBackupAsync(JobRunType runType, CancellationToken cancellationToken) in C:\Users\Muhammad Israr Ali\PakistanAccountingERP\src\Infrastructure\Services\DatabaseBackupService.cs:line 115
   at PakistanAccountingERP.Infrastructure.Services.DatabaseBackupService.RunBackupAsync(JobRunType runType, CancellationToken cancellationToken) in C:\Users\Muhammad Israr Ali\PakistanAccountingERP\src\Infrastructure\Services\DatabaseBackupService.cs:line 126
   at PakistanAccountingERP.Infrastructure.Services.DatabaseBackupService.RunBackupAsync(JobRunType runType, CancellationToken cancellationToken) in C:\Users\Muhammad Israr Ali\PakistanAccountingERP\src\Infrastructure\Services\DatabaseBackupService.cs:line 126
ClientConnectionId:570eb754-7746-46dc-93e0-f9d4c4396f02
Error Number:3201,State:1,Class:16
2026-06-07 22:13:43.340 +05:00 [ERR] Scheduled backup run failed.
System.InvalidOperationException: 'PakistanAccountingERP.Infrastructure.Repositories.UnitOfWork' type only implements IAsyncDisposable. Use DisposeAsync to dispose the container.
   at Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceProviderEngineScope.Dispose()
   at PakistanAccountingERP.Infrastructure.Services.ScheduledBackupHostedService.ExecuteAsync(CancellationToken stoppingToken) in C:\Users\Muhammad Israr Ali\PakistanAccountingERP\src\Infrastructure\Services\ScheduledBackupHostedService.cs:line 44
2026-06-07 22:13:45.614 +05:00 [INF] HTTP GET / responded 302 in 175.1178 ms
2026-06-07 22:13:46.022 +05:00 [INF] HTTP GET /Account/Login responded 200 in 346.9563 ms
2026-06-07 22:13:58.481 +05:00 [INF] HTTP POST /Account/Login responded 302 in 444.7833 ms
2026-06-07 22:13:58.679 +05:00 [INF] HTTP GET / responded 200 in 184.1378 ms
2026-06-07 22:13:58.745 +05:00 [INF] HTTP GET /PakistanAccountingERP.Web.styles.css responded 200 in 27.7526 ms
2026-06-07 22:13:58.956 +05:00 [INF] HTTP GET /api/company/list responded 200 in 43.7130 ms
2026-06-07 22:13:59.035 +05:00 [INF] HTTP GET /api/company/current responded 200 in 60.0239 ms
2026-06-07 22:13:59.344 +05:00 [INF] HTTP GET /api/dashboard responded 200 in 432.8719 ms
